LOOKUP_ID,FUND_IN_UNIVERSE,UNCOVERED_FUNDS,FUND_FINANCED_CARBON_EMISSIONS,FUND_FINANCED_CARBON_EMISSIONS_COVERAGE,FUND_CARBON_EMISSIONS_SCOPE_3_DOWN_EVIC_INTEN,FUND_CARBON_EMISSIONS_SCOPE_3_DOWN_EVIC_INTEN_COV,FUND_CARBON_EMISSIONS_SCOPE_3_TOT_EVIC_INTEN,FUND_CARBON_EMISSIONS_SCOPE_3_TOT_EVIC_INTEN_COV,FUND_CARBON_EMISSIONS_SCOPE_3_UPST_EVIC_INTEN,FUND_CARBON_EMISSIONS_SCOPE_3_UPST_EVIC_INTEN_COV,FUND_FOSS_FUEL_SECT_EXP_PCT,FUND_FOSSIL_FUEL_REVENUES_PCT,FUND_GREEN_REVENUES_PCT,FUND_GREEN_FFB_REV_RATIO,FUND_OIL_GAS_ANY_TIE,FUND_EXP_TO_OG_REV_REFINING,FUND_THERMAL_COAL_ANY_TIE,FUND_WEIGHTED_AVG_CARBON_INTEN,FUND_WEIGHTED_AVG_CARBON_INTEN_COVERAGE,FUND_CARBON_EMISSIONS_SCOPE_3_DOWN_SALES_INTEN,FUND_CARBON_EMISSIONS_SCOPE_3_DOWN_SALES_INTEN_COV,FUND_CARBON_EMISSIONS_SCOPE_3_TOTAL_SALES_INTEN,FUND_CARBON_EMISSIONS_SCOPE_3_TOTAL_SALES_INTEN_COV,FUND_CARBON_EMISSIONS_SCOPE_3_UPST_INTEN_PROF,FUND_CARBON_EMISSIONS_SCOPE_3_UPST_INTEN_PROF_COV,FUND_WEIGHTED_AVG_SOV_CARBON_INTEN,FUND_WEIGHTED_AVG_SOV_CARBON_INTEN_COVERAGE,FUND_IMPLIED_TEMP_RISE_OVERSHOOT,FUND_IMPLIED_TEMP_RISE_BUDGET,FUND_IMPLIED_TEMP_RISE,FUND_IMPLIED_TEMP_RISE_COVERAGE,FUND_PERC_LOW_CARB_VALUE_COV,FUND_CBN_LCT_MGMT_SCORE_QUART_1,FUND_CARBON_EMISSIONS_CLEANER_ENERGY_SOURCES,FUND_PERC_LOW_CARB_VALUE
UFD000000041236955,TRUE,TRUE,89.13848306,90.07339007,45.91602736,90.07339007,206.6093041,90.07339007,160.6932767,90.07339007,14.87071487,4.24844915,1.61865011,0.380997878,11.37511138,0,14.87071487,407.8105291,90.07339007,176.8603883,90.07339007,482.6154073,90.07339007,305.755019,90.07339007,255.8351627,8.65528663,-3486.247244,16996.40858,1.9,90.07339007,90.07339007,68.06586807,90.07339007,10.90388226
UFD000000001274318,TRUE,TRUE,206.216431,78.51625528,329.6231008,78.17757464,430.239091,78.17757464,100.6159902,78.17757464,9.027481458,2.69672068,3.34656032,1.240974026,5.630156371,0.48743111,5.449453923,354.9931663,79.80240818,592.7467266,79.66636037,826.2980857,79.66636037,233.5513591,79.66636037,586.952992,13.75124785,17222.78073,11317.10897,3.3,78.1283553,29.15610667,31.34061171,70.41967424,2.64859357
UFD000000001316969,TRUE,TRUE,24.47346501,65.27646833,242.3181288,65.27646833,348.4223193,65.27646833,106.1041906,65.27646833,7.173175836,0.67876084,2.4865511,3.663368529,7.173175836,0,4.338396901,46.27797286,82.94541727,443.6472944,82.94541727,630.6853267,82.94541727,187.0380323,82.94541727,143.6430791,1.751300666,2448.078604,8995.550663,2.3,65.27646833,48.14401022,56.64023084,75.16025034,7.02978643
UFD000000286865810,TRUE,TRUE,1.60747876,88.62619297,15.73175766,88.62619297,44.0753397,88.62619297,28.34358203,88.62619297,0,0,8.40493061,null,0,0,0,11.08981607,88.62619297,92.14824475,88.62619297,310.1207042,88.62619297,217.9724594,88.62619297,313.2567735,11.2434796,-1684.895041,3124.678987,1.6,88.62619297,88.62619297,88.62619297,88.62619297,3.60876687
UFD000000073304059,TRUE,TRUE,30.23244402,42.00257051,383.2025287,42.00257051,464.7002238,42.00257051,81.49769509,42.00257051,4.801302763,1.86140284,1.07780373,0.57902766,4.801302763,0.01130668,1.759764755,133.3191234,49.98075589,602.8966726,48.6166149,794.8949807,48.6166149,191.9983081,48.6166149,255.8351627,12.23545631,8812.532851,8246.418779,2.9,42.00257051,36.31103966,29.77384685,46.31911727,5.26821048
UFD000000001460868,TRUE,TRUE,36.39332054,77.91596625,196.8705022,77.27776817,300.40146,77.27776817,103.5309579,77.27776817,9.720870837,1.71987058,5.39134189,3.13473697,9.720870837,0.65363867,4.670285989,74.69936662,93.54481937,384.1880921,92.79682161,582.0626002,92.79682161,197.8745081,92.79682161,186.1009427,1.458895623,-1130.458012,9983.032128,2,77.39746781,54.34043698,61.45121565,88.47183458,8.10992091
UFD000000001334131,FALSE,TRUE,232.0028951,9.477890522,1186.995,9.477890522,1291.602644,9.477890522,104.6076434,9.477890522,2.161397839,0.92441173,0.05651046,0.061131267,2.161397839,0.08408887,0.832999167,362.6096118,9.477890522,1780.88404,9.477890522,2020.899788,9.477890522,240.0157479,9.477890522,null,0,50613.91136,12008.38219,5.5,9.477890522,3.372496628,0.972499028,4.662595337,2.61697812
UFD000000381827773,TRUE,TRUE,61.23823091,97.2627376,104.2989177,97.2627376,220.3190901,97.2627376,116.0201724,97.2627376,8.971854612,0.25428091,13.96357598,54.91397675,8.971854612,0,4.295285643,158.6269421,97.2627376,261.3819875,97.2627376,564.3818401,97.2627376,302.9998526,97.2627376,null,0,1990.771255,10000.94418,2.2,97.2627376,88.49831951,50.76116708,90.95236858,11.80780228
UFD000000182009287,TRUE,TRUE,54.12911687,90.08869638,362.4866474,89.5867173,473.6509339,89.5867173,111.1642865,89.5867173,10.70436851,3.30672896,4.33054155,1.30961491,10.2699375,1.25105826,2.947206852,146.3730405,90.62175791,546.7503203,90.37542531,796.4276623,90.37542531,249.677342,90.37542531,304.9291094,2.930464511,7398.722314,10521.29298,2.6,89.89735814,72.1232452,50.59117287,81.77580808,7.01696941
UFD000000311049261,TRUE,TRUE,68.51463316,80.99744712,399.3967207,80.60010304,528.3448227,80.60010304,128.9481021,80.60010304,11.30015162,3.88042403,4.42820329,1.141164794,10.63911295,1.56799924,3.257758467,176.2451346,81.92609509,607.4156431,81.68874881,867.9347102,81.68874881,260.5190671,81.68874881,332.9302293,11.52701266,10191.2529,11519.03521,2.8,80.75864404,61.09410876,43.53593871,71.4360469,7.47396877
UFD000000001512564,TRUE,TRUE,20.91992191,52.82914383,206.517277,52.80563655,276.1800201,52.80563655,69.66274308,52.80563655,5.137410779,0.5567987,1.8032432,3.238590895,5.117805887,0.19852408,0.842081203,47.70089555,57.457292,522.2382923,57.43378471,704.9608706,57.43378471,182.7225784,57.43378471,340.3701982,3.854823454,1864.688499,7448.841392,2.3,52.80563655,38.73629284,40.45659886,55.76839097,6.3471066
UFD000000001341544,FALSE,TRUE,81.35202997,35.77593578,104.6868803,35.77593578,243.6589907,35.77593578,138.9721104,35.77593578,0,0,1.21231672,null,0,0,0,256.1045556,42.55624256,817.2286786,42.55624256,1205.205138,42.55624256,387.9764595,42.55624256,null,0,12272.8394,8465.537705,3.2,35.77593578,20.32342032,0,14.47611448,11.90803792
UFD000000001512982,TRUE,TRUE,59.55590828,92.74081149,260.7933283,89.63892582,352.0975988,89.63892582,91.30427049,89.63892582,9.091639649,1.13301066,17.29151936,15.26156811,9.089580865,0.00624186,3.33375326,215.77914,93.89868597,770.7864635,92.4094099,1039.974194,92.4094099,269.1877302,92.4094099,null,0,11035.37444,8241.065644,3.1,92.40631846,73.40736616,31.85614624,62.15375264,18.74746066
UFD000000182010249,TRUE,TRUE,63.10015732,98.55870434,439.9447989,98.14147234,596.0114699,98.14147234,156.066671,98.14147234,19.39174338,5.6589616,4.34742812,0.768237784,18.08373487,2.12882933,5.088103196,124.7212498,98.55870434,722.3312977,98.14159906,967.2156105,98.14159906,244.8843128,98.14159906,255.8351627,2.9693E-06,6948.9521,14232.36978,2.4,98.14159906,68.32622489,45.17723953,86.11947896,7.98187752
UFD000000001517923,TRUE,TRUE,41.53855338,53.3699881,233.6187584,51.45635491,333.5554081,51.45635491,99.93664965,51.45635491,4.988026037,1.20342393,1.60813573,1.336300276,4.988026037,0.46266512,2.256338433,91.38313521,61.4536833,471.9818603,59.32357715,664.7286643,59.32357715,192.746804,59.32357715,261.2622949,25.38836146,2583.754355,9511.501468,2.3,51.28871884,42.44914858,39.96074094,59.64413081,6.62875883
UFD000000364221184,FALSE,TRUE,279.9912072,41.19011165,1356.46199,39.06873584,1607.969987,39.06873584,251.507997,39.06873584,20.6963351,5.85171645,0.62906416,0.107500793,20.6963351,0,0,495.6621662,41.19011165,1741.112347,44.21673474,2055.635625,44.21673474,314.523278,44.21673474,null,0,37110.51123,15017.4914,4.1,41.19011165,14.21416997,17.50970532,31.01409458,0.88462624
UFD000000267523926,FALSE,TRUE,152.2989365,5.134778468,861.2687654,5.061613604,1054.732598,5.061613604,193.4638328,5.061613604,1.524667619,0.33787176,0.37345095,1.105303829,1.2798028,0.09426016,0.561505781,444.1135723,5.135298971,1174.632769,5.131716616,1488.031561,5.131716616,313.3987917,5.131716616,788.8354469,44.9340573,34328.50164,16708.31691,3.8,5.126518952,1.5049572,1.205966552,4.21830405,8.14627318
UFD000000360183642,TRUE,TRUE,61.92990483,94.92648263,16.62745127,94.92648263,78.90772691,94.92648263,62.28027564,94.92648263,25.05382486,0.9736259,24.58582397,25.25181794,23.56230702,0,12.36234217,244.9622395,94.92648263,46.50950854,94.92648263,308.9359368,94.92648263,262.4264283,94.92648263,null,0,-2462.853737,7349.925759,1.8,94.92648263,53.21161658,41.36355648,70.58296618,7.91700491
UFD000000308828416,TRUE,TRUE,9.39531671,0.2968,2647.987392,0.2968,2790.066429,0.2968,142.0790372,0.2968,0,0,0.09605392,null,0,0,0,17.37163073,0.2968,4345.822587,0.2968,4580.804648,0.2968,234.9820602,0.2968,213.4342591,81.7691,135062.1843,14114.04047,9.8,0.2968,0.2968,0.0114,0.2968,24.06988762
UFD000000496082170,TRUE,TRUE,62.72957515,73.28422446,267.8291182,71.34708695,393.3203789,71.34708695,125.4912608,71.34708695,5.824531723,0.17572671,2.21514032,12.60559832,5.112081018,0,1.471699739,125.2750234,82.56644775,517.5698707,80.14859938,720.8281466,80.14859938,203.2582759,80.14859938,258.7277586,6.891396548,4641.411619,10876.7823,2.4,71.78501357,40.63886572,41.56925174,79.33207624,5.00900166
UFD000000356708740,FALSE,TRUE,37.52529242,46.09831419,215.979534,45.99958373,296.2693135,45.99958373,80.28977949,45.99958373,5.558980205,1.96502162,2.88330986,1.467317118,5.40474873,0.80593759,1.812521972,132.4133136,46.36708706,372.9882219,46.35123627,614.9437955,46.35123627,241.9555736,46.35123627,255.8351627,0.412114459,4730.920908,8193.745671,2.5,46.08246339,43.66189382,34.83302522,45.26712383,6.9263483
UFD000000423883985,TRUE,TRUE,174.6620837,78.40229724,128.8021972,77.16330038,278.1063173,77.16330038,149.30412,77.16330038,6.235031672,1.23411724,6.44548292,5.222747654,6.235031672,0,3.362497058,433.9115931,82.58176094,584.1600118,81.34276408,877.200577,81.34276408,293.0405651,81.34276408,654.5545272,1.742110665,2510.227564,13278.82278,2.2,77.16330038,31.49355979,41.89737586,76.94655009,10.39235185
UFD000000455245786,TRUE,TRUE,4.46672972,93.00899545,5.56199572,89.62999839,31.59294064,89.62999839,26.03094492,89.62999839,0,0,0.27966011,null,0,0,0,16.35022812,93.00899545,24.24285962,93.00899545,159.5076632,93.00899545,135.2648035,93.00899545,null,0,-2459.778464,4098.285068,1.6,93.00899545,64.90481538,29.64062659,58.27513011,2.78512926
UFD000000466206960,TRUE,TRUE,3.85350609,90.3,34.10779119,87.77,82.82771156,87.77,48.71992037,87.77,0,0,10.793037,null,0,0,0,21.68181617,90.3,136.2906555,90.3,342.9087855,90.3,206.61813,90.3,null,0,-2525.472129,5580.079123,1.7,90.3,81.54,67.04,85.91,6.59166625
UFD000000481658286,FALSE,TRUE,null,0,null,0,null,0,null,0,0,0,0,null,0,0,0,null,0,null,0,null,0,null,0,1169.80657,97.2918247,null,null,null,null,0,0,0,null
UFD000000485545552,TRUE,TRUE,6673.36,1.417001417,1.06214819,1.417001417,774.2044165,1.417001417,773.1422683,1.417001417,1.417001417,1.25943086,0.03811734,0.030265528,1.417001417,0,1.417001417,17372.5,1.417001417,2.76504248,1.417001417,2015.451448,1.417001417,2012.686406,1.417001417,1169.80657,79.26027926,317306.4786,50119.05597,7.2,1.417001417,0,1.417001417,1.417001417,null
UFD000000001194487,TRUE,TRUE,83.17305101,43.62351729,414.1930352,43.29829017,551.8264292,43.29829017,137.633394,43.29829017,7.857967697,2.3491929,2.02807106,0.863305461,7.675655472,0.84391841,2.119094311,183.4316642,51.24565478,640.7319922,50.58720767,874.3297208,50.58720767,233.5977286,50.58720767,418.4508706,33.25589229,-12445.62607,33266.40246,1.7,43.08497025,31.43400368,28.05125835,45.55839316,8.04171457
UFD000000001165477,TRUE,TRUE,179.5771718,55.76948092,607.3710995,55.40484614,811.686476,55.40484614,204.3153765,55.40484614,10.63027408,3.97014023,1.81920079,0.458220789,10.44099616,1.08275275,1.761467962,364.8264843,62.71973425,799.1137742,62.52877678,1082.18554,62.52877678,283.071766,62.52877678,382.752485,7.693022795,10447.37443,28407.93294,2.3,54.50174275,33.76386169,20.07666152,43.72726028,8.41040326
UFD000000001321893,TRUE,TRUE,107.9251656,98.71010129,635.2974914,93.74880625,820.086847,93.74880625,184.7893556,93.74880625,33.92586607,13.09747832,4.34135527,0.331464971,33.92586607,5.89917504,9.303890696,172.4900051,98.71010129,1035.454107,95.38170462,1267.504017,95.38170462,232.0499101,95.38170462,null,0,2429.573735,20342.1901,2.1,95.38170462,72.23422777,58.01544198,96.63360337,10.51600111
UFD000000001172522,TRUE,TRUE,31.85034302,66.87400532,223.8702706,66.64996566,324.3363552,66.64996566,100.4660846,66.64996566,5.187074644,1.82893418,3.97734756,2.174680534,5.179728554,0.8655782,1.051099671,68.73266849,73.3070345,473.0848585,71.73163037,707.2187453,71.73163037,234.1338869,71.73163037,428.9276239,16.42361133,1896.119736,9498.210466,2.2,66.86540482,55.62335329,56.61184819,70.59531975,7.06447763
UFD000000001195468,TRUE,TRUE,9.64424713,97.26244578,20.9071703,97.26244578,64.75193599,97.26244578,43.84476569,97.26244578,2.161071031,0.05248227,15.91740275,303.2910495,2.161071031,0.00022604,2.142240436,90.4045516,97.39009868,53.22765889,97.39006332,293.9670414,97.39006332,240.7393825,97.39006332,187.8340156,0.041648236,-1417.630951,3969.727344,1.8,97.26244578,17.68473448,35.34642584,81.89495503,1.20422213
UFD000000001520749,FALSE,TRUE,132.4095957,28.4234,1476.841659,26.8608,1665.660695,26.8608,188.8190355,26.8608,7.0783,3.27579142,3.11108565,0.949720312,6.5045,0,0.5738,305.5120188,32.3369,1372.224274,32.8852,1689.025252,32.8852,316.800978,32.8852,1307.536522,0.2603,37104.80191,16594.66965,3.9,27.4954,14.2418,6.3103,20.0251,9.10656062
UFD000000001400154,FALSE,TRUE,30.50588669,17.09866286,153.3822455,16.90487228,240.2011937,16.90487228,86.81894823,16.90487228,1.589496399,0.41464147,0.57822942,1.394528676,1.491505635,0.16950634,0.613965603,72.18358305,19.90859997,407.467093,19.56002752,601.6460848,19.56002752,194.1789918,19.56002752,299.1618509,14.79392843,-91716.5721,100921.3626,1.3,16.98785676,13.55462347,12.00591138,18.6582716,5.181944
UFD000000001325914,TRUE,TRUE,7.20730422,41.23580083,106.3087908,41.23580083,160.0620378,41.23580083,53.753247,41.23580083,1.741765223,0.05368688,1.12141515,20.88806707,1.741765223,0,0.101481856,18.59667078,68.4623459,623.8752556,67.2074216,770.0044318,67.2074216,146.1291762,67.2074216,500.2287168,6.338791312,-874.8781273,5330.332756,1.9,41.23580083,29.56700225,34.13504566,59.48485634,5.94969009
UFD000000001151495,TRUE,TRUE,148.9666511,95.56366379,499.4316686,95.56366379,726.8684347,95.56366379,227.4367661,95.56366379,22.26694221,7.49062268,5.95236921,0.794642777,22.26694221,4.47632281,3.892476442,167.4623301,95.56366379,456.1797637,95.56366379,705.6759116,95.56366379,249.4961479,95.56366379,null,0,-3478.47457,22373.60875,1.9,95.56366379,84.44377933,79.94787846,95.56366379,13.39192427
UFD000000001178731,TRUE,TRUE,68.91414091,48.82806856,300.7093887,47.76488849,432.2664667,47.76488849,131.5570781,47.76488849,5.797781885,2.05060606,1.74507927,0.85100659,5.596841279,0.97913902,1.625876826,157.161123,54.00515035,503.7839602,52.90424344,745.5255487,52.90424344,241.7415886,52.90424344,266.8104675,27.05898396,-142998.3312,161682.6754,1.3,47.56662108,33.7747289,27.46490294,48.04593668,6.77736568
UFD000000001393524,TRUE,TRUE,68.2985941,69.89967537,308.4774526,69.17513807,443.141612,69.17513807,134.6641595,69.17513807,9.0315342,3.36845084,2.83199387,0.840740745,8.585224995,1.61623125,3.283951375,188.6189571,71.11558563,443.3391154,70.53574258,690.8419841,70.53574258,247.5028687,70.53574258,318.3782485,15.61371695,5680.068161,11555.27735,2.4,69.3096659,55.09297428,40.30868713,64.2875012,8.51439932
UFD000000001394070,TRUE,TRUE,51.65605824,68.39864993,454.0377124,68.38259906,562.0510878,68.38259906,108.0133753,68.38259906,13.12768572,5.85748401,2.43099026,0.415022944,13.11685757,3.58593363,1.534215592,134.2038634,70.616703,616.4800391,70.54534124,862.457013,70.54534124,245.9769739,70.54534124,366.6168464,16.4051462,9695.871644,10760.62598,2.8,68.27755959,59.04395463,45.37734922,67.29181433,7.73341749
UFD000000001392426,TRUE,TRUE,42.68277987,97.98593391,311.8357973,97.71712399,408.2025262,97.71712399,96.36672892,97.71712399,11.13515159,3.2323023,5.05589634,1.56417806,10.74123358,1.53599746,3.515144659,92.74576358,97.98593391,510.0421561,97.82577269,749.9859166,97.82577269,239.9437605,97.82577269,255.8351627,1.58723E-05,6592.392329,9698.671867,2.6,97.82577269,86.76253646,68.57398244,93.80167023,6.5878341
UFD000000001396259,TRUE,TRUE,112.6836143,73.12260751,951.6168544,73.12260751,1141.60795,73.12260751,189.9910951,73.12260751,21.73291307,8.93687771,2.72394459,0.304798239,21.73291307,2.10000858,1.672993308,220.137108,77.07769169,1209.472176,76.82779269,1460.611217,76.82779269,251.139041,76.82779269,360.2765072,5.701977192,29216.5831,12949.9604,3.9,67.89592842,47.12311151,32.65446938,71.17181531,9.06739409
UFD000000001196740,TRUE,TRUE,134.5427897,91.52372169,195.2745108,91.37700022,299.3078849,91.37700022,104.0333741,91.37700022,12.22514108,2.78850595,4.40812952,1.580821271,12.22343122,0.65744643,4.480623185,300.3802214,97.15716522,407.225157,97.24951433,645.0982054,97.24951433,237.8730484,97.24951433,null,0,5288.884646,11044.6943,2.4,91.42607549,67.87137744,58.65854176,94.09339022,6.63184531
UFD000000441965238,TRUE,TRUE,10.39682573,99.30628313,151.0289585,98.92838383,198.4692029,98.92838383,47.44024444,98.92838383,5.437348638,2.13414119,7.23893358,3.391965637,5.437348638,0.24492325,0.000527557,45.42971098,99.3529177,343.975279,98.97556367,566.2231585,98.97556367,222.2478795,98.97556367,255.8351627,0.01668567,3129.982467,5075.613931,2.6,98.9289291,93.03319456,76.83936883,96.9978273,5.75603071
UFD000000001299285,FALSE,TRUE,157.127168,8.478268357,648.5499151,8.443608653,780.1260192,8.443608653,131.5761041,8.443608653,2.61322875,0.69101758,0.25632863,0.370943718,2.312352768,0,1.121756342,551.0451745,8.486264402,1171.579765,8.478268357,1463.985599,8.478268357,292.4058339,8.478268357,788.8396026,37.56243988,26193.81904,14437.72141,3.5,8.446607897,2.151768787,2.577910755,6.861207639,8.64353105
UFD000000001433440,TRUE,TRUE,199.3535036,97.12319712,881.5090798,90.9047909,1214.121342,90.9047909,332.6122621,90.9047909,18.98191898,5.7675674,12.95314394,2.245859136,18.002618,4.87358856,7.905807906,249.9812104,97.22069722,566.7447794,97.22069722,905.3057175,97.22069722,338.5609381,97.22069722,null,0,24655.99166,24518.00067,2.9,97.12319712,65.93716594,30.59093059,81.90658191,15.08038718
UFD000000001361646,TRUE,TRUE,4.70891609,94.79431072,79.93655444,94.79431072,121.8671728,94.79431072,41.93061839,94.79431072,5.618585628,1.59647074,6.43103789,4.02828422,5.618585628,0,0,20.08813457,94.79431072,233.6295568,94.79431072,444.7604766,94.79431072,211.1309198,94.79431072,null,0,610.2084505,4955.882868,2.2,94.79431072,84.93302791,71.07928209,94.79431072,2.98670028
UFD000000320144238,TRUE,TRUE,71.42162886,94.00000881,520.6506809,91.84308844,663.1125837,91.84308844,142.4619028,91.84308844,15.48461107,7.17919368,3.70717908,0.516378196,15.33564291,5.58784462,3.228897233,116.5901366,94.00942033,723.6605874,92.40493443,980.201287,92.40493443,256.5406996,92.40493443,144.1767661,0.016913983,7493.583766,13434.85224,2.5,92.20754077,78.71194279,59.07337418,90.64001538,8.58912227
UFD000000272044007,TRUE,TRUE,19.52993858,99.75909976,44.8296093,99.37059937,94.90084103,99.37059937,50.07123174,99.37059937,6.227406227,0.18408166,3.73013044,20.26345503,6.227406227,0.17087307,0,69.38183562,99.75909976,139.5100215,99.75909976,358.378947,99.75909976,218.8689256,99.75909976,null,0,566.9629302,4733.669962,2.1,99.75909976,50.67655068,40.55024055,94.82999483,7.38966345
UFD000000001614122,TRUE,TRUE,43.565321,90.1419,250.3077312,90.1419,411.6238842,90.1419,161.316153,90.1419,5.1779,0.45330191,2.94019654,6.486177259,4.8476,0.17600426,2.4121,63.36912213,90.1419,373.0377445,90.1419,649.6368283,90.1419,276.5990839,90.1419,null,0,5612.558469,13004.77931,2.4,90.1419,84.4742,59.9116,87.4098,5.57866021
UFD000000001233381,TRUE,TRUE,0.97660289,0.015543909,41.30975072,0.015543909,62.83314063,0.015543909,21.52338991,0.015543909,0,0,0.00017694,null,0,0,0,4.54523099,0.027018466,353.1689689,0.027018466,479.1207497,0.027018466,125.9517808,0.027018466,183.3576428,99.938,-1151.836786,2921.356081,1.7,0.015543909,0.013907229,0.01751712,0.027018466,4.57340125
UFD000000001238024,TRUE,TRUE,35.42061984,96.97840906,29.04289566,90.08772974,123.5289425,90.08772974,94.48604685,90.08772974,0,0,2.757505,null,0,0,0,101.9796901,96.97840906,79.79180871,90.08772974,368.4249602,90.08772974,288.6331515,90.08772974,null,0,512.8666502,7118.181936,2.1,90.08772974,63.31571005,69.25999222,93.1664205,3.99466741
UFD000000001399822,TRUE,TRUE,250.6382301,61.2968051,1676.519106,59.62334349,1939.148555,59.62334349,262.6294485,59.62334349,16.03049243,7.77502331,3.27470128,0.421182182,13.84702532,2.24614297,4.484753783,401.7603316,68.01791474,1786.0612,66.98855908,2123.595164,66.98855908,337.5339638,66.98855908,635.1234536,5.674220734,45472.45667,16288.91458,4.3,58.5020828,17.49663786,18.98995017,50.26444373,11.31809489
UFD000000001262670,TRUE,TRUE,43.60183914,34.39639211,320.5114019,33.64244719,426.1191308,33.64244719,105.6077289,33.64244719,6.848584106,1.7734528,1.62897217,0.918531449,6.732241181,0.89081016,0.825577948,174.0616504,43.77332083,747.4036798,43.64725836,970.1116658,43.64725836,222.707986,43.64725836,699.7005342,6.62493743,10128.3886,10203.40998,2.9,32.19822035,19.56155143,15.97037483,32.62043728,8.61688225
UFD000000001528140,TRUE,TRUE,26.16301591,97.7772,236.3789309,97.3789,322.4397533,97.3789,86.06082238,97.3789,6.9583,2.50674928,1.36057532,0.542764819,6.9583,0,0,84.24125001,97.7772,372.1079646,97.7772,622.1787107,97.7772,250.0707461,97.7772,null,0,3783.328121,7596.147087,2.5,97.7772,67.7319,8.2704,42.6261,3.85803403
UFD000000001415661,TRUE,TRUE,173.9510419,73.15140863,2014.667491,72.23861257,2151.673833,72.23861257,137.0063424,72.23861257,16.39526734,4.13206864,3.26051274,0.789075164,13.13414335,1.17873321,7.836736097,372.0736572,75.19848896,2699.776469,74.2856929,2971.240647,74.2856929,271.4641778,74.2856929,686.2427762,16.56206475,32876.50637,12953.5851,4.1,71.86327779,19.55481242,25.550606,66.2402133,2.90677898
UFD000000021578206,TRUE,TRUE,61.4411992,90.15015015,930.5236048,89.5711352,1104.774494,89.5711352,174.2508891,89.5711352,8.561306731,3.45734888,2.00009473,0.578505323,8.561306731,0,1.294039464,142.8469946,90.15015015,476.2461685,90.15015015,675.0357941,90.15015015,198.7896256,90.15015015,null,0,16964.1783,24560.32472,2.6,90.15015015,42.69640689,10.00054963,42.6246546,3.87857572
UFD000000001407308,TRUE,TRUE,170.3069044,65.3554873,771.5358011,63.58769297,918.7839815,63.58769297,147.2481804,63.58769297,15.87442362,8.82636959,1.48143622,0.167842079,15.87442362,4.01525088,1.428887211,256.3401479,71.83706511,1163.473441,71.2471914,1410.038665,71.2471914,246.565224,71.2471914,571.1883864,5.488374123,33541.93732,11274.04322,4.5,63.66359251,20.78585814,23.93186018,56.69032347,10.1086916
UFD000000001300071,TRUE,TRUE,93.59975381,4.353158624,1011.21176,4.353158624,1140.692722,4.353158624,129.4809623,4.353158624,1.041257655,0.06666161,0.19495525,2.924550577,0.540193369,0.05208464,0.59898337,139.3272693,4.353158624,1799.96008,4.353158624,2027.972281,4.353158624,228.0122002,4.353158624,788.8396026,76.22479419,28938.23635,15418.86851,3.6,4.353158624,1.138598476,0.902281948,3.140542572,28.62619192
UFD000000001369311,TRUE,TRUE,52.76616024,76.0422231,452.7300001,75.90952431,545.2824751,75.90952431,92.55247497,75.90952431,10.68345841,3.32018272,3.2194928,0.96967338,10.68292155,1.85302175,1.073893959,180.7527963,76.94955973,688.1015178,76.92468477,930.591862,76.92468477,242.4903442,76.92468477,255.8351627,17.84321588,7575.953856,9690.60074,2.7,75.83764786,58.56456829,45.06196282,70.93308938,6.28667759
UFD000000001342271,TRUE,TRUE,28.93308578,70.74836599,227.3806475,70.74836599,315.7895669,70.74836599,88.40891932,70.74836599,3.421527372,0.55143997,8.21095042,14.8900168,0.783106265,0,2.638421107,107.39612,76.83271466,520.0602263,76.83271466,804.0119072,76.83271466,283.9516808,76.83271466,829.2975619,4.816538532,9234.341204,6980.663753,3.1,70.74836599,26.82231458,24.28429427,46.40387123,14.62106132
UFD000000001492542,FALSE,TRUE,13.56800022,44.64180258,157.3561219,44.43832894,246.9251154,44.43832894,89.5689935,44.43832894,0.702861686,0.02342453,2.45446871,104.7819832,0.673023584,0.00496592,0.114086509,24.34995153,60.28412205,722.187262,60.25142259,926.6165666,60.25142259,204.4293046,60.25142259,96.59725992,2.506975407,953.4493482,6706.327047,2.2,44.58732276,21.95668266,37.24841205,56.6048803,8.28265752
UFD000000182009957,FALSE,TRUE,33.34537782,5.49901289,205.5280412,5.49901289,277.4839617,5.49901289,71.95592052,5.49901289,0.626703134,0.14984741,0.05678344,0.378941751,0.626703134,0.00349442,0.334901675,147.3463538,5.82898407,441.8131439,5.82898407,602.9227352,5.82898407,161.1095913,5.82898407,255.8351627,6.024530123,2965.509558,8144.141994,2.3,5.49901289,5.099488685,4.070361344,5.700227035,6.40281356
UFD000000001352434,FALSE,TRUE,93.08683559,27.85805572,410.3482666,27.85805572,473.77274,27.85805572,63.42447343,27.85805572,2.176804354,0.77929332,4.19595299,5.384305091,1.39490279,0,1.619403239,221.8228599,27.85805572,934.5934225,27.85805572,1177.032306,27.85805572,242.4388832,27.85805572,null,0,17054.11461,6458.00961,4.2,27.85805572,7.528615057,13.95272791,17.61483523,25.67633498
UFD000000267518817,TRUE,TRUE,28.0178286,58.44927529,350.6604531,57.31742948,438.7260696,57.31742948,88.06561657,57.31742948,7.423679653,2.68307023,1.70972987,0.637228892,7.049702362,1.66325007,3.572103333,77.88552782,60.04489472,561.3598663,58.93447059,772.5867911,58.93447059,211.2269249,58.93447059,253.7880369,9.186030053,6896.362047,8716.524076,2.7,56.74247529,45.37526251,44.0867165,58.24433419,11.09166431
