,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,risk_factor,Temperature,Rainfall,Open,High,Low,Close,Adj Close
0,0.0,0.163144982440245,0.22119927632778133,0.2691903678074328,0.8111125509230132,0.0342001329736123,0.4784002905621071,0.12909158229193393,0.4803253538124903,0.8863905813970583,0.5244701518129788,0.42492466198733486,0.3016911214779671,0.44841985612903174,0.3809718473163434,0.8349483615814166,0.5332957774457509,0.5458265139116203,0.1865779180676594,0.2968291838613167,0.3964642763586796,0.35047985911844415,0.4045410984594801,0.4045410984594801
1,0.0,0.2889166355446652,0.09424370574621843,0.1610973160412876,0.6215210483226654,0.2608718266480492,0.53306209410269,0.10921704532290992,0.2864217935673831,0.0,0.2636923996890992,0.411884994648117,0.3226905367840648,0.2861317348408005,0.19925952073578293,0.8349416977182401,0.18772830883777203,0.33960720130932875,0.04326112979101382,0.41238605709869786,0.401205388431702,0.4006504189582337,0.38680614545111797,0.38680614545111797
2,0.0,0.10947034722240936,0.5639782931464152,0.06403572295589727,0.3926298961277328,0.3810946940242701,0.4917203436273628,0.36070677244565924,0.9850209373763985,0.4137605122720813,0.41433679016453856,0.8920506939587924,0.3700812621954157,0.5627034157674584,0.5118822873520951,0.16237856002037537,0.6230784183825476,0.11456628477905051,0.02939987953368863,0.39426608451335815,0.42407993731578336,0.43665872090706204,0.43514326322155733,0.43514326322155733
3,0.0,0.3050920614246824,0.2127878256183698,0.434343586635264,0.7087840308662909,0.9311072962379081,0.1153204603925417,0.5113039052562551,0.3464588688491192,0.6255324593422209,0.33782040485661424,0.5559735757256823,0.30912809435981287,0.2708074339044827,0.34101618871637407,0.24350101548549571,0.5380934313729039,0.019639934533551395,0.030680787148226935,0.4428960901365994,0.4467237605790562,0.2800255061374143,0.3063879401892527,0.3063879401892527
4,0.0,0.8905013502380067,0.06456460194079269,0.4838754772583124,0.6283383817686429,0.3659414382098396,0.6088541561181603,0.7225355019217226,0.8476941349200379,0.4324043789768436,0.5764604182233103,0.3127960786384821,0.7595006730555368,0.4644394243027586,0.3936226371623816,0.6493602691215354,0.9511648817124586,0.12929623567921422,0.026205234947429424,0.31242800278239485,0.33965039433925664,0.3253116655706998,0.31745458502782115,0.31745458502782115
5,0.0,0.11292427032645182,0.9105298399363754,0.3277156807331075,0.5020651563423629,0.3112548041032627,0.30095138042249,0.5145225411370011,0.4316078062817085,0.435432041265004,0.6342227774564025,0.00597655457260401,0.6400262531570531,0.33868552160721677,0.2882364209609755,0.199540401077712,0.514162312462222,0.5057283142389526,0.11573152786355281,0.32319389106106716,0.29713222799683797,0.28258247150486215,0.2545655483157356,0.2545655483157356
6,0.0,0.9534668485206076,0.6170759734873845,0.49272393407403403,0.3343827055754133,0.1794801413233844,0.41416963238239,0.32874908001176606,0.1357817057900151,0.4996949007467724,0.4932831016748308,0.7483692429465562,0.20531973650760812,0.4678511758381948,0.39060255191635657,0.7410968495690311,0.735890083352723,0.678396072013093,0.08855798775513317,0.2593907266336673,0.2981806998243574,0.30301291248206597,0.310046784095053,0.310046784095053
7,0.0,0.09960174474595614,0.3735467645373953,0.8941610693774927,0.7532583579172045,0.1719845304870213,0.62355255438171,0.8713507709746106,0.4820877629971388,0.4109982205646588,0.013413847453010478,0.6033523066741922,0.3124599250105931,0.3380176709189597,0.3432213418446437,0.08561841893316634,0.6309699724401249,0.8322422258592472,0.16830973566031548,0.32876021566693986,0.3071617413003626,0.32509483849434084,0.272004729337548,0.272004729337548
8,0.0,0.08081472599484343,0.07549827317580217,0.765856674265382,0.5676441939758835,0.2376656205662194,0.02304967752617787,0.1695411401947601,0.4926562157592669,0.30212038366495103,0.9875937274264873,0.6363874271420382,0.3588450688159485,0.494342412216738,0.42467831828845765,0.827942689188291,0.6463914550787412,0.8060556464811786,0.6894027768247216,0.27688864453792567,0.2557219052436986,0.22559540266818112,0.16531842366216082,0.16531842366216082
9,0.0,0.35724684293689907,0.16359102655111693,0.4426998886811127,0.060471682302290414,0.1525732546315864,0.1190958661285344,0.11738097109556066,0.6630585787821334,0.6660668008656504,0.0746143016366484,0.3867230226686635,0.5276551848321137,0.31783505214112945,0.33024702267600736,0.9630005250084633,0.4388610686873561,0.7569558101472995,0.7823524478297001,0.16824708546565753,0.2070120755208809,0.1960720486111111,0.20292325709135323,0.20292325709135323
